locus_tag	gene	2hr_r1	2hr_r2	2hr_r3	2hr (Avg)
SL1344_1623	sapB	10.48	15.39	0	8.62
SL1344_1624	sapC	46.74	0	0	15.58
SL1344_1625	sapD	33.55	12.32	0	15.29
SL1344_1626	sapF	0	7.58	0	2.53
SL1344_1627		23.54	0	0	7.85
SL1344_1628	steC	545.39	462.75	347.46	451.87
SL1344_1629		46.48	102.39	0	49.62
SL1344_1630	ycjE	111.31	143.02	232.68	162.34
SL1344_1631	fabI	337.88	418.65	189.19	315.24
SL1344_1632	yciW	0	0	8.77	2.92
SL1344_1633	rnb	43.02	25.27	5.14	24.48
SL1344_1634	yciR	4.2	15.41	0	6.54
SL1344_1635		156.99	115.27	0	90.75
SL1344_1636	yciT	22.13	64.99	0	29.04
SL1344_1637	osmB	38.17	28.02	0	22.06
SL1344_1638	yciH	0	0	0	0
SL1344_1639	pyrF	0	8.29	26.97	11.75
SL1344_1640	yciM	22.39	54.79	35.65	37.61
SL1344_1641	yciS	108.06	99.17	0	69.08
SL1344_1642	pgpB	0	8	0	2.67
SL1344_1643	ribA	98.71	51.77	0	50.16
SL1344_1644	acnA	65.32	22.84	40.87	43.01
SL1344_1644A	ymiA	195.01	0	0	65
SL1344_1645	cysB	51.25	25.09	10.2	28.85
SL1344_1646	topA	48.06	42.34	19.14	36.51
SL1344_1647	yciN	33.15	146.04	0	59.73
SL1344_1648	sohB	135.22	99.29	47.51	94.01
SL1344_1649	yciK	0	8.03	0	2.68
SL1344_1650	btuR	28.2	41.42	33.69	34.44
SL1344_1651	yciL	76.07	55.86	11.36	47.76
SL1344_1652	yciO	26.84	9.85	0	12.23
SL1344_1653	trpH	37.78	41.61	67.69	49.02
SL1344_1654	trpE	10.65	35.2	0	15.28
SL1344_1655	trpD	31.3	7.66	18.69	19.22
SL1344_1656	trpC	18.38	31.49	29.27	26.38
SL1344_1657	trpB	13.95	5.12	0	6.36
SL1344_1658	trpA	10.32	0	61.65	23.99
SL1344_1659	yciG	45.72	33.57	0	26.43
SL1344_1660	yciF	0	0	0	0
SL1344_1661	yciE	0	0	0	0
SL1344_1662	katN	0	6.96	0	2.32
SL1344_1663	ompW	26.08	19.15	15.58	20.27
SL1344_1664		61.78	45.36	0	35.72
SL1344_1665	yciC	459.13	435.78	749.08	548
SL1344_1666	ispZ	277.86	351.36	165.95	265.06
SL1344_1667	yciA	0	15.23	0	5.08
SL1344_1668	tonB	0	25.18	13.65	12.94
SL1344_1669	yciI	281.09	123.83	33.58	146.17
STnc1270	STnc1270	412.15	264.79	92.31	256.42
SL1344_1670	cls	0	0	0	0
SL1344_1671	yciU	202.32	297.1	120.84	206.75
SL1344_1672		63.84	23.44	0	29.09
SL1344_1673	oppF	99.45	133.87	98.99	110.77
SL1344_1674	oppD	49.57	133.47	59.22	80.75
SL1344_1675	oppC	54.98	74.01	32.84	53.94
SL1344_1676	oppB	27.13	53.12	32.41	37.55
SL1344_1677	oppA	91.82	71.17	36.56	66.52
SL1344_1678		0	0	0	0
SL1344_1679	ychE	0	9.44	0	3.15
SL1344_1680	adh	264.09	239.53	215.25	239.62
SL1344_1681	tdk	13.49	0	32.22	15.23
SL1344_1682	hns	7010.77	5058.91	2935.89	5001.86
SL1344_1683	galU	274.9	222.03	142.29	213.07
SL1344_1684	hnr	41.07	42.22	39.24	40.84
SL1344_1685	ychK	45.97	60.75	0	35.57
SL1344_1686	ychJ	0	53.36	0	17.79
SL1344_1687	purU	19.76	58.04	0	25.94
tRNA_18	tRNA_18	490.9	945.49	1055.84	830.74
SL1344_1688		0	4.14	0	1.38
SL1344_1689	narI	12.29	0	0	4.1
SL1344_1690	narJ	11.72	0	0	3.91
SL1344_1691	narH	0	3.98	0	1.33
SL1344_1692	narG	2.22	1.63	0	1.29
STnc2040	STnc2040	0	0	0	0
SL1344_1693	narK	0	0	0	0
SL1344_1694	narX	0	3.4	16.6	6.67
SL1344_1695	narL	0	37.59	0	12.53
SL1344_1696	ychP	64.27	94.38	6.98	55.21
SL1344_1697	ychN	259.27	190.37	112.62	187.42
SL1344_1698	chaB	180.88	26.56	475.33	227.59
SL1344_1699	chaA	45.38	11.11	63.25	39.91
SL1344_1700	kdsA	29.23	35.77	11.64	25.54
SL1344_1701	ychA	30.85	135.93	61.43	76.07
SL1344_1702	sirC	21.39	47.11	0	22.83
SL1344_1703	hemK	19.98	51.34	0	23.77
SL1344_1704	prfA	53.83	67.75	55.11	58.9
SL1344_1705	hemA	112.61	77.82	79.13	89.86
SL1344_1706	hemM	13.36	9.81	0	7.72
SL1344_1707	ipk	127.1	122.04	35.04	94.73
SL1344_1708	prs	210.86	264.49	104.95	193.43
SL1344_1709	ychM	15.03	7.36	0	7.46
SL1344_1710	ychH	59.86	21.98	35.75	39.19
SL1344_1711	pth	71.24	41.84	0	37.69
SL1344_1712	ychF	61.01	44.8	54.66	53.49
SL1344_1713		19.73	24.15	15.71	19.86
SL1344_1714	hyaA	0	0	0	0
SL1344_1715		0	0	0	0
SL1344_1716	hyaC	0	0	0	0
SL1344_1717	hyaD	0	0	0	0
SL1344_1718	hyaE	0	0	0	0
SL1344_1719	hyaF	0	7.2	0	2.4
SL1344_1720	appC	0	0	0	0
SL1344_1721	appB	7.32	0	0	2.44
SL1344_1722		0	0	0	0
SL1344_1723		37.68	36.89	22.5	32.35
SL1344_1724	treA	34.02	46.39	104.5	61.64
SL1344_1725	ymgE	32.76	24.05	234.77	97.19
SL1344_1726	ycgR	11.34	24.97	0	12.1
SL1344_1727	emtA	27.23	59.99	81.33	56.19
SL1344_1728	ldcA	0	13.37	0	4.46
SL1344_1729	cvrA	24.01	31.73	51.61	35.78
SL1344_1730	alr-a	69.98	39.97	37.15	49.03
SL1344_1731	dadA	102.56	56.48	99.54	86.19
SL1344_1732	ycgB	32.71	68.06	26.05	42.27
SL1344_1733	fadR	92.58	118.95	96.76	102.76
SL1344_1734	nhaB	10.78	27.7	0	12.82
SL1344_1735	dsbB	125.59	161.37	112.51	133.16
SL1344_1736		0	17.92	0	5.97
SL1344_1737		0	35.31	0	11.77
SL1344_1738		0	89.18	0	29.73
SL1344_1739	ycgN	36.1	26.5	194.03	85.54
SL1344_1740	ycgM	63.13	37.08	90.49	63.57
SL1344_1741	ycgL	125.31	184.01	29.94	113.08
SL1344_1742	minC	94.15	86.41	28.12	69.56
SL1344_1743	minD	307.4	376.18	85.68	256.42
SL1344_1744	minE	218.95	229.67	0	149.54
SL1344_1745	rnd	29.53	37.95	0	22.49
SL1344_1747	fadD	79.01	87.01	88.48	84.83
SL1344_1748	yeaY	42.96	52.57	17.11	37.55
SL1344_1749	yeaZ	11.97	52.74	14.3	26.34
SL1344_1750	yoaA	30.49	9.6	20.81	20.3
SL1344_1751	yoaB	653.04	692.61	1184.56	843.4
SL1344_1752	yoaH	139.45	238.91	111.05	163.13
SL1344_1753	pabB	61	49.27	102.01	70.76
SL1344_1754	yeaB	28.79	0	34.39	21.06
SL1344_1755	sdaA	42.7	22.39	29.15	31.41
SL1344_1756		5.2	3.82	6.21	5.07
SL1344_1757	yoaE	10.67	31.35	6.38	16.13
SL1344_1759		403.98	410.22	123.21	312.47
SL1344_1760		426.41	511.64	310.59	416.21
SL1344_1761		890.07	895.06	693.4	826.18
SL1344_1762		36.33	120.05	173.6	109.99
SL1344_1763	yebN	0	53.97	0	17.99
SL1344_1764	rrmA	41.14	7.55	0	16.23
SL1344_1765	ftsI2	14.3	7	0	7.1
SL1344_1766	cspC	3344.03	2864.58	713.31	2307.3
SL1344_1767	yobF	4480.14	4101.25	1320.53	3300.64
SL1344_1768		840.72	489.58	277.04	535.78
SL1344_1769	yobG	1512.77	1238.92	2919.07	1890.25
SL1344_1770		104.44	51.12	41.58	65.72
SL1344_1771	kdgR	52.59	84.96	0	45.85
SL1344_1772		0	4.45	7.24	3.9
SL1344_1773	htpX	85	110.95	11.28	69.08
SL1344_1774	prc	158.44	158.1	72.79	129.78
SL1344_1775	proQ	169.8	187.01	14.49	123.77
SL1344_1776	yebR	427.41	261.52	136.15	275.03
SL1344_1777	yebS	129.7	123.8	162.68	138.73
SL1344_1778		47.29	34.72	45.19	42.4
SL1344_1779	yebU	0	21.23	27.63	16.28
SL1344_1780		382.94	306.74	0	229.89
SL1344_1781	yebW	87.12	63.97	0	50.36
SL1344_1782	pphA	51.2	37.59	61.16	49.99
SL1344_1783		2283	1452.79	1999.87	1911.88
SL1344_1784	sopE2	126.76	203.07	165.19	165.01
SL1344_1785		21.06	15.47	0	12.18
SL1344_1786		52.44	102.67	62.64	72.58
SL1344_1787		59.57	131.22	260.92	150.57
SL1344_1788		0	0	0	0
SL1344_1789		33.41	24.53	0	19.32
SL1344_1790		0	0	0	0
SL1344_1791		0	0	0	0
SL1344_1792		0	0	0	0
SL1344_1793	pagO	382.33	414.41	86.99	294.58
SL1344_1794		579.26	1082.63	440.32	700.74
SL1344_1795		1151.83	1333.27	841.72	1108.94
SL1344_1796		0	0	0	0
SL1344_1797	pagM	320.01	469.93	163.83	317.92
SL1344_1798		0	0	0	0
SL1344_1799	pagK	9385.08	7736.57	7101.37	8074.34
SL1344_1800	mig-3	9.44	0	0	3.15
SL1344_1801		0	0	0	0
SL1344_1802		0	0	0	0
SL1344_1803		0	0	55.94	18.65
SL1344_1804		0	0	0	0
SL1344_1805		0	0	0	0
SL1344_1806		18.57	0	0	6.19
RyeA	RyeA	536.79	374.43	64.12	325.11
SdsR	SdsR	81.57	0	0	27.19
SL1344_1807		0	0	0	0
SL1344_1808		104.6	48.87	22.72	58.73
SL1344_1809	yobA	131.37	128.61	52.31	104.1
SL1344_1810	holE	72.35	0	0	24.12
SL1344_1811		38.05	37.25	15.15	30.15
SL1344_1812	exoX	71.52	35.01	14.24	40.26
SL1344_1813	opdB	0	29.79	4.85	11.54
SL1344_1814	yebE	88.38	18.54	75.41	60.78
SL1344_1815	yebF	188.56	86.53	506.79	260.63
SL1344_1816	yebG	143.45	105.33	342.71	197.17
SL1344_1817	purT	42.38	46.67	33.75	40.93
SL1344_1818	eda	51.92	66.71	0	39.55
SL1344_1819	edd	41.35	23.61	5.49	23.48
SL1344_1820	zwf	78.97	128.4	80.86	96.08
SL1344_1821	hexR	38.3	42.18	34.31	38.26
SL1344_1822	pykA	155.79	127.1	137.85	140.24
SL1344_1823	msbB	42.84	6.29	51.18	33.44
SL1344_1824	yebA	195.55	162.11	128.1	161.92
SL1344_1825	znuA	656.64	805.6	446.8	636.35
SL1344_1826	znuC	132.24	64.73	52.66	83.21
SL1344_1827	znuB	105.99	163.43	0	89.81
SL1344_1828	ruvB	26.87	13.15	21.4	20.47
SL1344_1829	ruvA	54.47	79.99	0	44.82
SL1344_1830		0	0	0	0
SL1344_1830A		0	14.11	0	4.7
SL1344_1832	yebB	0	0	0	0
SL1344_1833	ruvC	95.82	70.35	0	55.39
SL1344_1834	yebC	191.14	90.81	67.15	116.37
SL1344_1835	ntpA	294.52	175.71	0	156.74
SL1344_1836	aspS	93.91	110.32	72.91	92.38
SL1344_1837	yecD	0	75.55	0	25.18
SL1344_1838	yecE	10.17	7.47	24.3	13.98
SL1344_1839	yecN	21.06	108.26	0	43.11
SL1344_1840	yecO	33.59	57.56	0	30.38
SL1344_1841	yecP	8.57	12.58	10.24	10.46
RyeF	RyeF	135.95	239.57	32.48	136
SL1344_1842	cutC	0	0	0	0
SL1344_1843	yecM	43.87	21.47	0	21.78
SL1344_1844	argS	67.21	66.98	51.61	61.94
SL1344_1845		26.68	13.06	26.56	22.1
SL1344_1846		21.91	21.45	0	14.46
SL1344_1847	flhE	21.23	0	0	7.08
SL1344_1848	flhAa	8.01	2.94	0	3.65
SL1344_1849	flhB	0	5.31	0	1.77
SL1344_1850	cheZ	25.84	18.97	61.73	35.51
SL1344_1851	cheY	64.17	15.7	0	26.62
SL1344_1852	cheB	23.79	11.65	0	11.81
SL1344_1853	cheR	9.61	49.38	22.95	27.31
SL1344_1854	cheM	15.03	3.68	29.92	16.21
SL1344_1855	cheW	82.71	85.02	39.52	69.08
SL1344_1856	cheA	24.77	24.25	0	16.34
SL1344_1857	motB	17.91	32.88	10.7	20.5
SL1344_1858	motA	0	29.44	35.92	21.79
SL1344_1859	flhC	244.71	338.22	275.12	286.02
SL1344_1860	flhD	309.04	296.73	113.59	239.78
SL1344_1861	yecG	0	28.55	23.22	17.26
SL1344_1862	otsA	23.42	12.9	27.98	21.43
SL1344_1863	otsB	20.72	22.82	0	14.52
SL1344_1864	araH	0	21.94	0	7.31
SL1344_1865	ftnB	0	0	19.76	6.59
SL1344_1866		0	0	0	0
SL1344_1867		0	0	0	0
SL1344_1868	ftn	50.22	36.88	0	29.03
SL1344_1869	yecH	0	0	0	0
SL1344_1870	tyrP	6.87	0	8.21	5.03
SL1344_1871	yecA	200.19	119.43	358.69	226.1
SL1344_1872		518.31	380.57	97.76	332.21
SL1344_1873		179.24	127.36	75.97	127.53
SL1344_1874		626.53	607.24	478.97	570.91
SL1344_1874A		0	0	0	0
tRNA_19	tRNA_19	801.95	220.81	0	340.92
tRNA_20	tRNA_20	594.3	610.92	425.95	543.72
tRNA_21	tRNA_21	3813.45	6109.15	1380.38	3767.66
SL1344_1875	pgsA	91.1	11.15	0	34.08
SL1344_1876	uvrC	31.79	43.35	16.28	30.47
SL1344_1877	sirA	215.62	83.81	75.75	125.06
SL1344_1878	yecF	0	0	0	0
SL1344_1879	sdiA	23.05	0	0	7.68
SL1344_1880	yecC	11.06	40.62	0	17.23
SL1344_1881	yecS	49.82	9.15	0	19.66
SL1344_1882	dcyD	16.88	18.59	0	11.82
SL1344_1883	fliY	156	68.73	24.85	83.19
SL1344_1884	fliZ	0	11.09	0	3.7
SL1344_1885	fliA	46.29	16.99	27.65	30.31
SL1344_1887	fliB	0	10.14	8.25	6.13
SL1344_1888	fliC	128.69	172.03	86.89	129.2
SL1344_1889	fliD	29.65	13.06	7.08	16.6
SL1344_1890	fliS	0	0	48.84	16.28
SL1344_1891	fliT	0	0	0	0
SL1344_1892	amyA	28.03	12.35	13.39	17.93
SL1344_1893	yedD	0	86.25	23.39	36.54
SL1344_1894	yedE	0	4.83	0	1.61
SL1344_1895	yedF	0	0	0	0
SL1344_1896		0	47.48	25.75	24.41
SL1344_1897	fliE	0	0	0	0
SL1344_1898	fliF	0	7.26	0	2.42
SL1344_1899	fliG	0	0	0	0
SL1344_1900	fliH	0	8.64	0	2.88
SL1344_1901	fliI	0	0	21.76	7.25
SL1344_1902	fliJ	0	0	0	0
SL1344_1903	fliK	0	0	0	0
SL1344_1904	fliL	0	13.08	0	4.36
SL1344_1905	fliM	24.86	12.17	49.5	28.84
SL1344_1906	fliN	0	59.17	72.19	43.79
SL1344_1907	fliO	22.07	0	0	7.36
SL1344_1908	fliP	0	8.29	0	2.76
SL1344_1909	fliQ	0	0	0	0
SL1344_1910	fliR	0	0	0	0
SL1344_1911	rcsA	0	0	0	0
SL1344_1912	dsrB	85.78	94.47	307.38	162.54
SL1344_1913	yodD	73.31	0	0	24.44
DsrA	DsrA	96.75	0	0	32.25
SL1344_1914	mngB	0	14.99	0	5
SL1344_1915	gcpA	9.72	10.71	0	6.81
SL1344_1916		89.95	33.02	53.72	58.9
SL1344_1917	yedI	0	0	32.73	10.91
SL1344_1918	yedA	0	0	0	0
SL1344_1919	vsr	0	0	0	0
SL1344_1920	dcm	23.27	17.09	6.95	15.77
SL1344_1921	yedJ	59.86	8.79	14.3	27.65
SL1344_1922		0	0	0	0
RseX	RseX	0	0	0	0
SL1344_1923	ompS	0	0	0	0
SL1344_1924	cspB	2001.57	1642.56	750.09	1464.74
SL1344_1925	umuC	19.69	0	15.68	11.79
SL1344_1926	umuD	39.71	29.16	0	22.96
SL1344_1927		51.68	37.95	0	29.87
SL1344_1927A		0	50.49	0	16.83
SL1344_1927B		87.12	63.97	52.04	67.71
SL1344_1928	sseK3	404.86	394.33	49.35	282.85
SL1344_1929		27.78	9.98	149.33	62.36
SL1344_1930		15.65	7.67	31.16	18.16
SL1344_1931		42.52	31.22	84.66	52.8
SL1344_1932		15.97	46.9	114.46	59.11
SL1344_1933		0	22.42	36.47	19.63
SL1344_1934		0	14.79	0	4.93
SL1344_1935		0	11.46	37.29	16.25
SL1344_1936		15.73	23.1	84.54	41.12
SL1344_1937		12.42	27.35	51.92	30.56
SL1344_1938		25.89	28.52	123.72	59.38
SL1344_1939		25.52	56.22	60.97	47.57
SL1344_1940		163.6	68.64	167.51	133.25
SL1344_1941		55.62	32.67	73.08	53.79
SL1344_1942		14.86	54.55	195.22	88.21
SL1344_1943		0	0	19.19	6.4
SL1344_1944		20.59	30.24	147.6	66.15
SL1344_1945		77.28	75.66	153.85	102.26
SL1344_1946		0	0	248.47	82.82
SL1344_1947		55.24	65.91	197.95	106.37
SL1344_1948		36.39	17.81	159.37	71.19
SL1344_1949		20.11	9.85	16.02	15.33
SL1344_1950		9.6	17.63	57.35	28.19
SL1344_1951		16.54	36.44	19.76	24.25
SL1344_1952		0	17.45	0	5.82
SL1344_1953		82.65	60.69	263.28	135.54
SL1344_1954		19.86	87.48	94.88	67.41
SL1344_1955	rzpR	17.16	62.98	184.43	88.19
SL1344_1956		54.2	29.85	64.75	49.6
SL1344_1957		24.19	0	0	8.06
SL1344_1958		23.18	34.03	0	19.07
SL1344_1959		13.36	0	0	4.45
SL1344_1960		9.44	0	0	3.15
SL1344_1961		36.77	20.25	98.84	51.95
SL1344_1962		9.32	13.68	33.39	18.8
SL1344_1963		13.49	0	0	4.5
SL1344_1964		0	7.47	0	2.49
SL1344_1965		34.44	45.07	57.59	45.7
STnc1290	STnc1290	0	296.9	53.15	116.68
STnc1300	STnc1300	120.58	309.88	0	143.49
SL1344_1966		23.44	60.23	111.99	65.22
SL1344_1967		407.03	193.38	200.2	266.87
SL1344_1968		380.76	207.09	151.61	246.49
SL1344_1969		50.3	66.48	60.09	58.96
SL1344_1970		0	0	0	0
SL1344_1971		0	0	0	0
SL1344_1972		0	0	0	0
SL1344_1973		0	7.33	11.93	6.42
SL1344_1974		14.62	21.47	0	12.03
SL1344_1975		34.38	0	0	11.46
SL1344_1976		0	6.18	10.05	5.41
tRNA_22	tRNA_22	386.99	426.22	0	271.07
SL1344_1977	yeeI	31.32	15.33	0	15.55
tRNA_23	tRNA_23	7511.34	8400.09	13941.82	9951.08
SL1344_1978		0	0	0	0
SL1344_1979		0	12.92	0	4.31
SL1344_1980		0	0	0	0
SL1344_1981		0	0	0	0
SL1344_1982		0	5.64	0	1.88
SL1344_1983		0	3.53	0	1.18
SL1344_1985		0	0	0	0
SL1344_1986	amn	11.44	46.22	41.01	32.89
SL1344_1987		51.04	112.44	60.97	74.82
SL1344_1988		43.11	47.48	25.75	38.78
SL1344_1989		0	0	0	0
SL1344_1990	yeeO	0	0	0	0
SL1344_1991	erfK	53.74	6.58	0	20.1
SL1344_1992	cobT	0	22.84	0	7.61
SL1344_1993	cobS	22.4	24.67	13.38	20.15
SL1344_1994	cobU	15.27	22.42	0	12.56
SL1344_1995	cbiP	0	8.04	0	2.68
SL1344_1996	cbiO	0	22.49	0	7.5
SL1344_1997	cbiQ	49.16	0	0	16.39
SL1344_1998	cbiN	0	0	0	0
SL1344_1999	cbiM	0	24.87	0	8.29
SL1344_2000	cbiL	11.67	0	0	3.89
SL1344_2001	cbiK	0	15.39	0	5.13
SL1344_2002	cbiJ	0	0	0	0
SL1344_2003	cbiH	0	0	0	0
SL1344_2004	cbiG	0	0	0	0
SL1344_2005	cbiF	0	0	0	0
SL1344_2006	cbiT	14.39	0	0	4.8
SL1344_2007	cbiE	0	0	0	0
SL1344_2008	cbiD	0	0	0	0
SL1344_2009	cbiC	0	0	0	0
SL1344_2010	cbiB	0	0	0	0
SL1344_2011	cbiA	0	0	0	0
SL1344_2012	pocR	21.78	0	0	7.26
SL1344_2013	pduF	0	0	12.52	4.17
SL1344_2014	pduA	0	0	0	0
SL1344_2015	pduB	0	8.71	14.18	7.63
SL1344_2016	dhaB	0	0	0	0
SL1344_2017	pduD	0	0	0	0
SL1344_2018	pduE	0	0	0	0
SL1344_2019	pduG	0	0	0	0
SL1344_2020	pduH	0	0	0	0
SL1344_2021	pduJ	0	0	0	0
SL1344_2022	pduK	0	0	0	0
SL1344_2023	pduL	0	0	0	0
SL1344_2024	pduM	0	0	0	0
SL1344_2025	pduN	0	0	0	0
SL1344_2026	pduO	0	0	0	0
SL1344_2027	pduP	0	0	0	0
SL1344_2028	pduQ	0	0	0	0
SL1344_2029	pduS	0	4.51	0	1.5
SL1344_2030	pduT	0	0	0	0
SL1344_2031	pduU	0	0	0	0
SL1344_2032	pduV	0	0	0	0
SL1344_2033	pduW	0	0	0	0
SL1344_2034	pduX	27.67	6.77	0	11.48
SL1344_2035	yeeX	546.4	802.4	801.03	716.61
SL1344_2036	yeeA	31.46	28.87	46.97	35.77
STnc1650	STnc1650	0	0	0	0
SL1344_2037	gyrI	605.76	379.37	383.08	456.07
SL1344_2038	dacD	14.2	0	0	4.73
SL1344_2039	phsC	0	0	13.01	4.34
SL1344_2040	phsB	0	0	34.39	11.46
SL1344_2041	phsA	0	0	0	0
SL1344_2042		0	0	0	0
SL1344_2043	sopA	14.17	20.81	8.47	14.48
SL1344_2044	sbcB	23.27	17.09	0	13.45
SL1344_2045	yeeF	36.6	22.39	0	19.66
SL1344_2045A	yoeI	134.2	295.6	0	143.27
SL1344_2046	yeeY	0	6.68	21.75	9.48
SL1344_2047	yeeZ	70.68	74.14	0	48.27
STnc700	STnc700	607.66	549.14	279.18	478.66
SL1344_2048	hisG	18.51	33.98	11.06	21.18
SL1344_2049	hisD	63.81	32.79	15.24	37.28
SL1344_2050	hisC	38.56	50.96	27.63	39.05
SL1344_2051	hisB	70.18	120.24	9.31	66.58
SL1344_2052	hisH	42.09	72.11	134.08	82.76
SL1344_2053	hisA	33.87	33.16	26.97	31.33
SL1344_2054	hisF	21.44	78.73	0	33.39
SL1344_2055	hisI	40.85	109.98	16.27	55.7
SL1344_2056	wzzB	160.82	229.95	161.77	184.18
SL1344_2057	udg	206.94	172.9	42.62	140.82
SL1344_2058	gnd	53.26	82.56	14.14	49.98
SL1344_2059	rfbP	34.91	89.71	13.9	46.18
SL1344_2060	rfbK	46.45	25.58	55.48	42.5
SL1344_2061	cpsB2	52.04	55.19	27.63	44.95
SL1344_2062	rfbN	17.63	71.19	0	29.6
SL1344_2063	rfbU	47.05	74.85	18.73	46.88
SL1344_2064	rfbV	41.56	85.44	29.79	52.26
SL1344_2065	rfbX	70.84	28.37	30.77	43.33
SL1344_2066	rfbJ	55.53	33.98	11.06	33.52
SL1344_2067	rfbH	171.09	176.81	75.69	141.2
SL1344_2068	rfbG	77.11	73.6	36.84	62.52
SL1344_2069	rfbF	150.69	63.23	102.86	105.59
SL1344_2070	rfbI	159.36	73.9	0	77.75
SL1344_2071	rfbC	45.3	88.7	0	44.67
SL1344_2072	rfbA	37.91	20.87	45.28	34.69
SL1344_2073	rfbD	9.26	13.59	44.22	22.36
SL1344_2074	rfbB	15.34	56.31	9.16	26.93
SL1344_2075	galF	138.4	191.28	243.12	190.93
SL1344_2076	wcaM	0	4.35	0	1.45
SL1344_2077	wcaL	0	0	0	0
SL1344_2078	wcaK	0	0	0	0
SL1344_2079	wzx	0	0	0	0
SL1344_2080	wcaJ	0	0	0	0
SL1344_2081	cpsG	0	0	36.27	12.09
SL1344_2082	cpsB	0	0	0	0
SL1344_2083	wcaI	0	0	0	0
SL1344_2084	gmm	0	0	0	0
SL1344_2085	fcl	0	0	0	0
SL1344_2086	gmd	0	0	0	0
SL1344_2087	wcaF	0	0	0	0
SL1344_2088	wcaE	11.15	8.19	0	6.45
SL1344_2089	wcaD	0	0	0	0
SL1344_2090	wcaC	0	0	0	0
SL1344_2091	wcaB	0	0	0	0
SL1344_2092	wcaA	0	0	0	0
SL1344_2093	wzc	0	0	0	0
SL1344_2094	wzb	0	13.61	0	4.54
SL1344_2095	wza	0	0	0	0
SL1344_2096	yegH	10.53	23.2	0	11.24
SL1344_2097	asmA	62.76	29.62	58.9	50.43
SL1344_2098	dcd	100.24	10.51	136.85	82.54
SL1344_2099	udk	12.98	19.06	15.51	15.85
SL1344_2100	yegE	8.35	2.04	0	3.46
SL1344_2101	alkA	0	14.06	0	4.69
SL1344_2102	yegD	0	4.52	7.35	3.96
RyeC	RyeC	850.25	847.25	725.45	807.65
SL1344_2103		0	9.85	0	3.28
SL1344_2104	yegN	0	9.78	0	3.26
SL1344_2105	yegO	2.7	0	6.45	3.05
SL1344_2106	yegB	17.68	8.65	0	8.78
SL1344_2107	baeS	29.65	26.13	0	18.59
SL1344_2108	baeR	46.1	50.77	0	32.29
STnc1150	STnc1150	0	39.41	0	13.14
SL1344_2109		0	0	0	0
SL1344_2110		0	0	0	0
SL1344_2111		0	0	4.71	1.57
SL1344_2112	yegQ	0	0	0	0
CyaR	CyaR	1174.62	1006.21	701.56	960.8
SL1344_2113	sseK2	23.86	35.04	19	25.97
SL1344_2114	srcA	420.01	279.02	143.35	280.79
SL1344_2115		273.2	364.73	148.34	262.09
SL1344_2116		0	0	0	0
SL1344_2117	yegS	18.51	20.39	11.06	16.65
SL1344_2118	fbaB	55.36	75.49	0	43.62
SL1344_2119	yegT	6.55	0	0	2.18
SL1344_2120	yegU	49.72	36.51	9.9	32.04
SL1344_2121	yegV	0	7.1	11.56	6.22
SL1344_2122	yegW	22.31	16.38	0	12.89
SL1344_2123	thiD	10.4	7.64	0	6.01
SL1344_2124	thiM	0	7.67	0	2.56
SL1344_2125		79.49	19.46	31.65	43.53
STnc740	STnc740	0	73.6	239.49	104.36
SL1344_2126	stcD	0	0	0	0
SL1344_2127	stcC	0	0	0	0
SL1344_2128	stcB	0	0	0	0
SL1344_2129	stcA	0	0	0	0
SL1344_2130	yehE	29.61	21.74	0	17.12
SL1344_2131	mrp	52.52	77.12	44.81	58.15
SL1344_2132	metG	36.83	21.03	34.22	30.7
SL1344_2133	yehR	0	13.34	0	4.45
SL1344_2134		0	34.58	0	11.53
SL1344_2135	yehS	0	39.25	0	13.08
SL1344_2136	yehT	46.29	33.99	0	26.76
SL1344_2137	yehU	19.75	32.63	47.19	33.19
SL1344_2138	yehV	68.29	16.71	0	28.34
SL1344_2139	yohO	77.76	171.28	0	83.01
SL1344_2140	yehW	0	16.71	40.79	19.17
SL1344_2141	yehX	26.36	6.45	73.46	35.42
SL1344_2142	yehY	14.23	10.45	68.02	30.9
SL1344_2143	yehZ	9.07	19.99	10.84	13.3
SL1344_2144	bglX	39.84	10.64	4.33	18.27
SL1344_2145	dld	33.67	17.66	11.49	20.94
SL1344_2146	pbpG	36.65	40.37	43.78	40.27
SL1344_2147	yohC	70.87	31.22	0	34.03
SL1344_2148	yohD	13.96	10.25	0	8.07
SL1344_2149	yohF	0	8.03	0	2.68
SL1344_2150	yohG	0	0	0	0
SL1344_2151	yohI	8.87	13.03	0	7.3
SL1344_2152		0	30.72	0	10.24
SL1344_2153		0	0	15.43	5.14
SL1344_2154		0	8.71	0	2.9
SL1344_2155		32.09	0	9.58	13.89
SL1344_2156		0	0	0	0
SL1344_2157		27.49	20.18	0	15.89
SL1344_2158	yohJ	20.91	46.05	49.94	38.97
SL1344_2159	yohK	0	35.16	0	11.72
SL1344_2160	cdd	37.65	6.91	22.49	22.35
SL1344_2161	sanA	23.14	33.99	41.47	32.87
SL1344_2162	b2145	33.96	24.94	0	19.63
SL1344_2163		0	9.85	0	3.28
SL1344_2164	yeiA	0	0	0	0
SL1344_2165	mglC	57.67	42.34	0	33.34
SL1344_2166	mglA	60.21	28.13	52.31	46.89
SL1344_2167	mglB	200.09	183.64	139.42	174.38
SL1344_2168	galS	0	5.98	0	1.99
SL1344_2169	yeiB	36.43	0	0	12.14
